id,class,coordinate,createdAt,description,googlePlaceId,name,updatedAt
681a1c3547c87c2d814324b4,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.6413191, ""longitude"": 126.939204}",2025-05-06T14:27:01.452Z,A picturesque hanok village located at the foot of Bukhansan Mountain in Jingwan-dong.,ChIJ0ZXzFMyXfDURZt7pfHnfUWc,Eunpyeong Hanok Village,2025-05-06T14:27:01.452Z
681a1c3547c87c2d814324b5,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5907651, ""longitude"": 126.98101639999997}",2025-05-06T14:27:01.455Z,"Samcheongdong is Seoul's most stylish neighborhood, located just past Gyeongbokgung (Palace)'s stone wall lined street.",ChIJN1S7ms6ifDURmgWoZo1wF4s,Samcheong-dong,2025-05-06T14:27:01.455Z
681a1c3547c87c2d814324b6,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5710717, ""longitude"": 127.0096571}",2025-05-06T14:27:01.457Z,"Heunginjimun Gate is a major historical site in Seoul. More commonly known as Dongdaemun Gate (Great Eastern Gate), it was deemed treasure no. 1 by the Korean government.",ChIJm6x0HTujfDURbf9iX8DtJ2A,Heunginjimun Gate (Dongdaemun),2025-05-06T14:27:01.457Z
681a1c3547c87c2d814324b7,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5674533, ""longitude"": 126.8854782}",2025-05-06T14:27:01.460Z,Haneul Park is the most popular of the five parks situated in World Cup Park which was built to commemorate the 17th FIFA World Cup.,ChIJX2GTuVJFezURGK4FSyWdbak,Haneul Park,2025-05-06T14:27:02.638Z
681a1c3547c87c2d814324b8,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.564864799999995, ""longitude"": 126.9754485}",2025-05-06T14:27:01.462Z,The Deoksugung Stonewall Walkway is a picturesque pedestrian path that runs next to Deoksugung Palace.,ChIJ666w-LCjfDURCTJtf5ivJ-I,Deoksugung Doldamgil (Stone-wall Road),2025-05-06T14:27:01.462Z
681a1c3547c87c2d814324b9,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.6015529, ""longitude"": 126.98066460000001}",2025-05-06T14:27:01.464Z,"Bugak Skyway, which runs along the northeast ridge of Bugaksan (Mt.), has become known as the most beautiful driving route in Korea ever since it opened in September of 1968.",ChIJBdE2Tje9fDURgq8eqLuDmdg,Bugak Palgakjeong,2025-05-06T14:27:01.464Z
681a1c3547c87c2d814324ba,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5737132, ""longitude"": 126.99012710000001}",2025-05-06T14:27:01.467Z,A famous yet romantic Seoul landmark located in the Jongno area with cozy alleyways that are steeped in Korean tradition in between hanoks.,ChIJe4Jbot2ifDUR2zWhruwyaow,Ikseon-dong Hanok Village,2025-05-06T14:27:01.467Z
681a1c3547c87c2d814324bb,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5112348, ""longitude"": 127.09802739999998}",2025-05-06T14:27:01.469Z,The Lotte World Folk Museum highlights Korean folk culture through miniature displays.,ChIJ1RLn36alfDURrDCQqLyTA-4,Lotte World Folk Museum,2025-05-06T14:27:01.469Z
681a1c3547c87c2d814324bc,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5816456, ""longitude"": 126.9789948}",2025-05-06T14:27:01.471Z,The National Folk Museum of Korea displays the culture and folk history of the Korean people from prehistoric times to the end of the Joseon Dynasty.,ChIJod7tSseifDUR4HuzvkBA2ns,The National Folk Museum of Korea,2025-05-06T14:27:01.471Z
681a1c3547c87c2d814324bd,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5558824, ""longitude"": 126.97155730000001}",2025-05-06T14:27:01.474Z,Culture Station Seoul 284 is a multipurpose arts and cultural complex.,ChIJLaVdP2GifDURO-dprCax3Xo,Culture Station Seoul 284,2025-05-06T14:27:01.474Z
681a1c3547c87c2d814324be,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5788333, ""longitude"": 126.9804281}",2025-05-06T14:27:01.478Z,"Equipped with multiple facilities, including a library, theater, and a multipurpose hall, MMCA, Seoul strives to accommodate every mode of new artistic endeavors and communication with the public.",ChIJRynTqcaifDURBaSFx8HncPs,"National Museum of Modern and Contemporary Art, Seoul",2025-05-06T14:27:01.478Z
681a1c3547c87c2d814324bf,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5665256, ""longitude"": 127.00922360000001}",2025-05-06T14:27:01.481Z,"From Feb 25th - May 8th, the Dongdaemun Remnants Exhibition will be held at Dongdaemun Design Plaza (DDP) on the Design Dulle-gil. The Remnants Exhibition shows the possibilities of upcycling.",ChIJ8xRYr29FezUR3AtFqx2pIlw,Dongdaemun Design Plaza (DDP),2025-05-06T14:27:09.372Z
681a1c3547c87c2d814324c0,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5723689, ""longitude"": 126.9858839}",2025-05-06T14:27:01.484Z,The Beautiful Tea Museum collects and exhibits information and items related to tea.,ChIJswulBeiifDUR9vi4V4siQ8I,Teastory | Beautiful Tea Museum,2025-05-06T14:27:01.484Z
681a1c3547c87c2d814324c1,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5615577, ""longitude"": 126.9821367}",2025-05-06T14:27:01.488Z,"Located in Myeongdong, in the heart of Seoul, the Seoul Central Post Office goes beyond the capabilities of a regular post office.",ChIJB7B9afGifDURcPB6eYYVGFU,Seoul Central Post Office,2025-05-06T14:27:01.488Z
681a1c3547c87c2d814324c2,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.6000442, ""longitude"": 126.99304879999998}",2025-05-06T14:27:01.491Z,The Korea Furniture Museum is a unique museum that focuses only on traditional wooden furniture.  ,ChIJM8FN8Sa9fDUR8AuT-DOiy0M,Korea Furniture Museum,2025-05-06T14:27:01.491Z
681a1c3547c87c2d814324c3,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.580642, ""longitude"": 126.9840665}",2025-05-06T14:27:01.495Z,Baek Inje's House is a museum and cultural heritage site located in Bukchon Hanok Village's Gahoe-dong.,ChIJMfzyA8WifDURw_aHDyLw0z8,House of Baek Inje,2025-05-06T14:27:01.495Z
681a1c3547c87c2d814324c4,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5733355, ""longitude"": 126.9836783}",2025-05-06T14:27:01.527Z,Ground Seoul is the only new-concept complex cultural space in Korea that combines a gallery with a curated exhibition area,ChIJITG41OmifDURolCZkpHMN3M,Ground Seoul,2025-05-06T14:27:01.527Z
681a1c3547c87c2d814324c5,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5124577, ""longitude"": 126.99595199999999}",2025-05-06T14:27:01.532Z,"Sebitseom is a cultural complex and landmark where guests can enjoy culture and leisure right on the edge of the Hangang River, in the heart of downtown Seoul.",ChIJLzszLIChfDURhVOQTkJ62oA,Sevit Island,2025-05-06T14:27:01.532Z
681a1c3547c87c2d814324c6,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5157477, ""longitude"": 126.99603379999998}",2025-05-06T14:27:01.536Z,"Banpodaegyo Bridge is a two level bridge that crosses the Hangang River, and it is often possible to see fireworks here as well.",ChIJIZL_3yqifDURjaBdLUllDOo,Banpo Bridge,2025-05-06T14:27:01.536Z
681a1c3547c87c2d814324c7,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5670262, ""longitude"": 127.01144449999998}",2025-05-06T14:27:01.540Z,An all-encompassing look at the history of the plot of land where the Dongdaemun Plaza stands today.,ChIJKbY3EjyjfDURzAez-cOgFQc,Dongdaemun History Museum,2025-05-06T14:27:01.540Z
681a1c3547c87c2d814324c8,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5533418, ""longitude"": 126.9216586}",2025-05-06T14:27:01.544Z,"An art shop in front of Hongik University, which grew with Korean art",ChIJozS28cSYfDURk3pWr1Bz4sk,Homi Art Shop,2025-05-06T14:27:01.544Z
681a1c3547c87c2d814324c9,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5714817, ""longitude"": 126.9762818}",2025-05-06T14:27:01.548Z,"The Story of King Sejong and The Story of Admiral Yi Sunshin are exhibitions halls about two of Korea's national heroes, King Sejong and Admiral Yi.",ChIJLcceUeuifDURZUzDVZBQCyw,The Story of King Sejong and 'Chungmugong' Admiral Yi,2025-05-06T14:27:01.548Z
681a1c3547c87c2d814324ca,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.577686799999995, ""longitude"": 126.98833690000001}",2025-05-06T14:27:01.551Z,The Arario Museum in Space is a modern art museum in Seoul.,ChIJ2UoKdCejfDURVSRgr-ult6E,Arario Museum,2025-05-06T14:27:01.551Z
681a1c3547c87c2d814324cb,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5716776, ""longitude"": 126.9973474}",2025-05-06T14:27:01.555Z,The Sewoon Shopping Center was founded in 1968 as Korea's first electronics market under the mission of creating a thriving business community complex and has been around for over 40 years.,ChIJCRd4Yt-ifDURpOYgfWxdvys,Sewoon Square,2025-05-06T14:27:01.555Z
681a1c3547c87c2d814324cc,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5712378, ""longitude"": 126.9681688}",2025-05-06T14:27:01.559Z,"One of the five grand palaces, Gyeonghuigung Palace was also called ""Seogweol"" (which means ""palace of the west"") because it's located west of the main palace, Gyeongbokgung.",ChIJHyPgvpGifDURf_TPhf8aTDQ,Gyeonghuigung Palace,2025-05-06T14:27:01.559Z
681a1c3547c87c2d814324cd,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.576034, ""longitude"": 126.98705199999999}",2025-05-06T14:27:01.563Z,Unhyeongung Palace offers a cultural experience program where tourists and residents can try on royal costume attire. Royal costumes may be rented for an hour at a time and may be worn while touring the royal palace and/or for taking photos.,ChIJy_KLudyifDUR8R3cB_PyJsU,Unhyeongung Palace,2025-05-06T14:27:10.618Z
681a1c3547c87c2d814324ce,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.4803378, ""longitude"": 127.01424659999999}",2025-05-06T14:27:01.566Z,The Hangaram Art Museum is a modern art museum located at the Seoul Arts Center.,ChIJ3ccnQRehfDURVOQVvi69dnE,Hangaram Art Museum,2025-05-06T14:27:01.566Z
681a1c3547c87c2d814324cf,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.566257, ""longitude"": 126.9778149}",2025-05-06T14:27:01.570Z,"The former Seoul City Hall has reopened its doors as the city's main public library, while the building's outer walls, main hall, and central staircase have been restored back to their original glory from when it was built in 1926.",ChIJE-l5hPKifDUR01NCnJJCs6E,Seoul Metropolitan Library (Old Seoul City Hall),2025-05-06T14:27:01.570Z
681a1c3547c87c2d814324d0,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5219276, ""longitude"": 127.1037606}",2025-05-06T14:27:01.573Z,"Seoul Book Bogo is a new cultural space created by Seoul Metropolitan Government to house old, secondhand books they gathered from old bookstores around the city.",ChIJ1a4HZ7WlfDURs_9F0MXmuyE,Seoul Book Repository,2025-05-06T14:27:01.573Z
681a1c3547c87c2d814324d1,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.574270999999996, ""longitude"": 126.95607100000001}",2025-05-06T14:27:01.577Z,The Seodaemun Prison was used to intern Korean patriots during the Japanese Occupation.,ChIJYfNQzIKifDURMkFeEUrf-QE,Seodaemun Prison History Hall,2025-05-06T14:27:01.577Z
681a1c3547c87c2d814324d2,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.501691799999996, ""longitude"": 126.97376489999999}",2025-05-06T14:27:01.582Z,Seoul National Cemetery is a park cemetery where men who made significant contributions to their country are laid to rest.,ChIJY0Hq1XihfDURUUBkVNJSdXo,Seoul National Cemetery,2025-05-06T14:27:01.582Z
681a1c3547c87c2d814324d3,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.559984, ""longitude"": 126.97530710000001}",2025-05-06T14:27:01.587Z,Sungnyemun Gate (Namdaemun) is one of Seoul's historic Four Great Gates and it was designated National Treasure no. 1 by the Korean government in 1962. ,ChIJowJoU8-jfDUR42Jhv2tmlL0,Sungnyemun Gate (Namdaemun),2025-05-06T14:27:01.587Z
681a1c3547c87c2d814324d4,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.6383876, ""longitude"": 126.94640600000001}",2025-05-06T14:27:01.590Z,"Jinkwansa Temple, located in Bukhansan National Park, is a temple established by the Jogye Order of Korean Buddhism. Jinkwansa offers temple stays.",ChIJcVyaYtGXfDURhlliAnJR2-I,Jingwansa Temple,2025-05-06T14:27:01.590Z
681a1c3547c87c2d814324d5,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.5654177, ""longitude"": 126.9724912}",2025-05-06T14:27:01.593Z,"Chungdong First Methodist Church is Korea’s first Protestant church, established in 1885 by American Methodist missionary Henry Appenzeller.",ChIJTyp04UWjfDURe6OdhwpIwxE,"Chungdong First Methodist Church, English Ministry",2025-05-06T14:27:01.593Z
681a1c3547c87c2d814324d6,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.546519599999996, ""longitude"": 126.910888}",2025-05-06T14:27:01.596Z,"Yanghwajin Foreign Missionary Cemetery is the final resting place for Korea's western residents, including Dr. Horace Allen, the first director of Gwanghyewon, which was the first western-style hospital in Korea, founded in 1885.",ChIJR9Uzf9WYfDURqPC08g6v_78,Yanghwajin Foreign Missionary Cemetery,2025-05-06T14:27:01.596Z
681a1c3547c87c2d814324d7,gdgoc.konkuk.sweetsan.seoulmateserver.model.Place,"{""latitude"": 37.458666, ""longitude"": 126.4419679}",2025-05-06T14:27:01.599Z,The Seoul Tourism Information Center is the place to go for travelers to get information on visiting Seoul.,ChIJWfpeOoOaezUR1L5cy5agS40,Incheon International Airport,2025-05-06T14:27:01.599Z
